species,host,date_est,year,day,survp,masspm,sex,durationl,culu
brumata,Betula,01/05/2020,2020,0,1,18.3,M,23,1
brumata,Betula,01/05/2020,2020,0,1,25,F,23,1
brumata,Betula,01/05/2020,2020,0,1,22.4,F,23,1
brumata,Betula,01/05/2020,2020,0,0,,,,1
brumata,Betula,01/05/2020,2020,0,0,,,,1
brumata,Betula,01/05/2020,2020,0,0,,,,1
brumata,Betula,01/05/2020,2020,0,0,,,,1
brumata,Betula,01/05/2020,2020,0,0,,,,1
brumata,Betula,01/05/2020,2020,0,0,,,,1
brumata,Betula,01/05/2020,2020,0,0,,,,1
brumata,Betula,01/05/2020,2020,0,1,35.9,M,23,2
brumata,Betula,01/05/2020,2020,0,1,21.3,M,23,2
brumata,Betula,01/05/2020,2020,0,1,26,M,29,2
brumata,Betula,01/05/2020,2020,0,1,28.7,F,29,2
brumata,Betula,01/05/2020,2020,0,1,28,F,23,2
brumata,Betula,01/05/2020,2020,0,0,,,,2
brumata,Betula,01/05/2020,2020,0,0,,,,2
brumata,Betula,01/05/2020,2020,0,0,,,,2
brumata,Betula,01/05/2020,2020,0,0,,,,2
brumata,Betula,01/05/2020,2020,0,0,,,,2
brumata,Betula,01/05/2020,2020,0,1,22.2,F,29,3
brumata,Betula,01/05/2020,2020,0,1,26.5,F,33,3
brumata,Betula,01/05/2020,2020,0,0,,,,3
brumata,Betula,01/05/2020,2020,0,0,,,,3
brumata,Betula,01/05/2020,2020,0,0,,,,3
brumata,Betula,01/05/2020,2020,0,0,,,,3
brumata,Betula,01/05/2020,2020,0,0,,,,3
brumata,Betula,01/05/2020,2020,0,0,,,,3
brumata,Betula,01/05/2020,2020,0,0,,,,3
brumata,Betula,01/05/2020,2020,0,0,,,,3
brumata,Betula,01/05/2020,2020,2,1,26.8,M,21,4
brumata,Betula,01/05/2020,2020,2,1,23.6,M,21,4
brumata,Betula,01/05/2020,2020,2,1,21.1,M,21,4
brumata,Betula,01/05/2020,2020,2,1,27.2,M,21,4
brumata,Betula,01/05/2020,2020,2,1,29.8,M,21,4
brumata,Betula,01/05/2020,2020,2,1,20.9,F,29,4
brumata,Betula,01/05/2020,2020,2,1,21.8,F,29,4
brumata,Betula,01/05/2020,2020,2,0,,,,4
brumata,Betula,01/05/2020,2020,2,0,,,,4
brumata,Betula,01/05/2020,2020,2,0,,,,4
brumata,Betula,01/05/2020,2020,2,1,19.3,M,21,5
brumata,Betula,01/05/2020,2020,2,1,18.1,M,21,5
brumata,Betula,01/05/2020,2020,2,1,25.7,F,23,5
brumata,Betula,01/05/2020,2020,2,1,24.8,F,27,5
brumata,Betula,01/05/2020,2020,2,0,,,,5
brumata,Betula,01/05/2020,2020,2,0,,,,5
brumata,Betula,01/05/2020,2020,2,0,,,,5
brumata,Betula,01/05/2020,2020,2,0,,,,5
brumata,Betula,01/05/2020,2020,2,0,,,,5
brumata,Betula,01/05/2020,2020,2,0,,,,5
brumata,Betula,01/05/2020,2020,2,1,25.4,F,23,6
brumata,Betula,01/05/2020,2020,2,1,22.2,F,23,6
brumata,Betula,01/05/2020,2020,2,0,,,,6
brumata,Betula,01/05/2020,2020,2,0,,,,6
brumata,Betula,01/05/2020,2020,2,0,,,,6
brumata,Betula,01/05/2020,2020,2,0,,,,6
brumata,Betula,01/05/2020,2020,2,0,,,,6
brumata,Betula,01/05/2020,2020,2,0,,,,6
brumata,Betula,01/05/2020,2020,2,0,,,,6
brumata,Betula,01/05/2020,2020,2,0,,,,6
brumata,Betula,01/05/2020,2020,4,1,25.6,M,25,7
brumata,Betula,01/05/2020,2020,4,1,21.6,F,27,7
brumata,Betula,01/05/2020,2020,4,0,,,,7
brumata,Betula,01/05/2020,2020,4,0,,,,7
brumata,Betula,01/05/2020,2020,4,0,,,,7
brumata,Betula,01/05/2020,2020,4,0,,,,7
brumata,Betula,01/05/2020,2020,4,0,,,,7
brumata,Betula,01/05/2020,2020,4,0,,,,7
brumata,Betula,01/05/2020,2020,4,0,,,,7
brumata,Betula,01/05/2020,2020,4,0,,,,7
brumata,Betula,01/05/2020,2020,4,1,22.4,M,25,8
brumata,Betula,01/05/2020,2020,4,1,22.8,M,25,8
brumata,Betula,01/05/2020,2020,4,1,24.4,F,27,8
brumata,Betula,01/05/2020,2020,4,0,,,,8
brumata,Betula,01/05/2020,2020,4,0,,,,8
brumata,Betula,01/05/2020,2020,4,0,,,,8
brumata,Betula,01/05/2020,2020,4,0,,,,8
brumata,Betula,01/05/2020,2020,4,0,,,,8
brumata,Betula,01/05/2020,2020,4,0,,,,8
brumata,Betula,01/05/2020,2020,4,0,,,,8
brumata,Betula,01/05/2020,2020,8,1,27,M,21,9
brumata,Betula,01/05/2020,2020,8,1,22,M,21,9
brumata,Betula,01/05/2020,2020,8,1,29.5,M,21,9
brumata,Betula,01/05/2020,2020,8,1,24.5,M,21,9
brumata,Betula,01/05/2020,2020,8,1,29.3,M,23,9
brumata,Betula,01/05/2020,2020,8,1,26.5,M,21,9
brumata,Betula,01/05/2020,2020,8,1,23.3,F,21,9
brumata,Betula,01/05/2020,2020,8,1,21,F,25,9
brumata,Betula,01/05/2020,2020,8,1,19.3,F,23,9
brumata,Betula,01/05/2020,2020,8,0,,,,9
brumata,Betula,01/05/2020,2020,8,1,25,M,21,10
brumata,Betula,01/05/2020,2020,8,1,21.2,F,21,10
brumata,Betula,01/05/2020,2020,8,0,,,,10
brumata,Betula,01/05/2020,2020,8,0,,,,10
brumata,Betula,01/05/2020,2020,8,0,,,,10
brumata,Betula,01/05/2020,2020,8,0,,,,10
brumata,Betula,01/05/2020,2020,8,0,,,,10
brumata,Betula,01/05/2020,2020,8,0,,,,10
brumata,Betula,01/05/2020,2020,8,0,,,,10
brumata,Betula,01/05/2020,2020,8,0,,,,10
brumata,Betula,01/05/2020,2020,8,1,31.3,M,23,11
brumata,Betula,01/05/2020,2020,8,1,28.4,M,23,11
brumata,Betula,01/05/2020,2020,8,1,25.9,M,23,11
brumata,Betula,01/05/2020,2020,8,1,19.3,F,23,11
brumata,Betula,01/05/2020,2020,8,1,23.9,F,21,11
brumata,Betula,01/05/2020,2020,8,0,,,,11
brumata,Betula,01/05/2020,2020,8,0,,,,11
brumata,Betula,01/05/2020,2020,8,0,,,,11
brumata,Betula,01/05/2020,2020,8,0,,,,11
brumata,Betula,01/05/2020,2020,8,0,,,,11
brumata,Betula,01/05/2020,2020,11,1,39.1,M,20,12
brumata,Betula,01/05/2020,2020,11,1,37.4,M,27,12
brumata,Betula,01/05/2020,2020,11,1,26.9,M,24,12
brumata,Betula,01/05/2020,2020,11,1,17.3,F,22,12
brumata,Betula,01/05/2020,2020,11,1,18.3,F,24,12
brumata,Betula,01/05/2020,2020,11,0,,,,12
brumata,Betula,01/05/2020,2020,11,0,,,,12
brumata,Betula,01/05/2020,2020,11,0,,,,12
brumata,Betula,01/05/2020,2020,11,0,,,,12
brumata,Betula,01/05/2020,2020,11,0,,,,12
brumata,Betula,01/05/2020,2020,11,1,21.9,M,24,13
brumata,Betula,01/05/2020,2020,11,1,22.5,F,22,13
brumata,Betula,01/05/2020,2020,11,1,20.9,F,20,13
brumata,Betula,01/05/2020,2020,11,0,,,,13
brumata,Betula,01/05/2020,2020,11,0,,,,13
brumata,Betula,01/05/2020,2020,11,0,,,,13
brumata,Betula,01/05/2020,2020,11,0,,,,13
brumata,Betula,01/05/2020,2020,11,0,,,,13
brumata,Betula,01/05/2020,2020,11,0,,,,13
brumata,Betula,01/05/2020,2020,11,0,,,,13
brumata,Betula,01/05/2020,2020,14,1,32.7,M,24,14
brumata,Betula,01/05/2020,2020,14,1,23.2,M,28,14
brumata,Betula,01/05/2020,2020,14,0,,,,14
brumata,Betula,01/05/2020,2020,14,0,,,,14
brumata,Betula,01/05/2020,2020,14,0,,,,14
brumata,Betula,01/05/2020,2020,14,0,,,,14
brumata,Betula,01/05/2020,2020,14,0,,,,14
brumata,Betula,01/05/2020,2020,14,0,,,,14
brumata,Betula,01/05/2020,2020,14,0,,,,14
brumata,Betula,01/05/2020,2020,14,0,,,,14
brumata,Betula,01/05/2020,2020,14,1,33.5,M,24,15
brumata,Betula,01/05/2020,2020,14,1,26.7,F,24,15
brumata,Betula,01/05/2020,2020,14,1,23.1,F,24,15
brumata,Betula,01/05/2020,2020,14,1,20.2,F,24,15
brumata,Betula,01/05/2020,2020,14,1,25.8,F,28,15
brumata,Betula,01/05/2020,2020,14,0,,,,15
brumata,Betula,01/05/2020,2020,14,0,,,,15
brumata,Betula,01/05/2020,2020,14,0,,,,15
brumata,Betula,01/05/2020,2020,14,0,,,,15
brumata,Betula,01/05/2020,2020,14,0,,,,15
brumata,Betula,01/05/2020,2020,15,1,22.7,M,27,16
brumata,Betula,01/05/2020,2020,15,0,,,,16
brumata,Betula,01/05/2020,2020,15,0,,,,16
brumata,Betula,01/05/2020,2020,15,0,,,,16
brumata,Betula,01/05/2020,2020,15,0,,,,16
brumata,Betula,01/05/2020,2020,15,0,,,,16
brumata,Betula,01/05/2020,2020,15,0,,,,16
brumata,Betula,01/05/2020,2020,15,0,,,,16
brumata,Betula,01/05/2020,2020,15,0,,,,16
brumata,Betula,01/05/2020,2020,15,0,,,,16
brumata,Betula,01/05/2020,2020,15,1,26.8,M,25,17
brumata,Betula,01/05/2020,2020,15,1,28,M,27,17
brumata,Betula,01/05/2020,2020,15,0,,,,17
brumata,Betula,01/05/2020,2020,15,0,,,,17
brumata,Betula,01/05/2020,2020,15,0,,,,17
brumata,Betula,01/05/2020,2020,15,0,,,,17
brumata,Betula,01/05/2020,2020,15,0,,,,17
brumata,Betula,01/05/2020,2020,15,0,,,,17
brumata,Betula,01/05/2020,2020,15,0,,,,17
brumata,Betula,01/05/2020,2020,15,0,,,,17
brumata,Betula,01/05/2020,2020,15,1,26.8,M,29,18
brumata,Betula,01/05/2020,2020,15,0,,,,18
brumata,Betula,01/05/2020,2020,15,0,,,,18
brumata,Betula,01/05/2020,2020,15,0,,,,18
brumata,Betula,01/05/2020,2020,15,0,,,,18
brumata,Betula,01/05/2020,2020,15,0,,,,18
brumata,Betula,01/05/2020,2020,15,0,,,,18
brumata,Betula,01/05/2020,2020,15,0,,,,18
brumata,Betula,01/05/2020,2020,15,0,,,,18
brumata,Betula,01/05/2020,2020,15,0,,,,18
brumata,Betula,01/05/2020,2020,17,1,27.4,M,25,19
brumata,Betula,01/05/2020,2020,17,1,18.4,M,27,19
brumata,Betula,01/05/2020,2020,17,1,22.3,F,25,19
brumata,Betula,01/05/2020,2020,17,0,,,,19
brumata,Betula,01/05/2020,2020,17,0,,,,19
brumata,Betula,01/05/2020,2020,17,0,,,,19
brumata,Betula,01/05/2020,2020,17,0,,,,19
brumata,Betula,01/05/2020,2020,17,0,,,,19
brumata,Betula,01/05/2020,2020,17,0,,,,19
brumata,Betula,01/05/2020,2020,17,0,,,,19
brumata,Betula,01/05/2020,2020,17,1,23.5,F,25,20
brumata,Betula,01/05/2020,2020,17,1,24,F,23,20
brumata,Betula,01/05/2020,2020,17,0,,,,20
brumata,Betula,01/05/2020,2020,17,0,,,,20
brumata,Betula,01/05/2020,2020,17,0,,,,20
brumata,Betula,01/05/2020,2020,17,0,,,,20
brumata,Betula,01/05/2020,2020,17,0,,,,20
brumata,Betula,01/05/2020,2020,17,0,,,,20
brumata,Betula,01/05/2020,2020,17,0,,,,20
brumata,Betula,01/05/2020,2020,17,0,,,,20
brumata,Betula,01/05/2020,2020,17,1,22.6,F,25,21
brumata,Betula,01/05/2020,2020,17,1,19.2,F,27,21
brumata,Betula,01/05/2020,2020,17,0,,,,21
brumata,Betula,01/05/2020,2020,17,0,,,,21
brumata,Betula,01/05/2020,2020,17,0,,,,21
brumata,Betula,01/05/2020,2020,17,0,,,,21
brumata,Betula,01/05/2020,2020,17,0,,,,21
brumata,Betula,01/05/2020,2020,17,0,,,,21
brumata,Betula,01/05/2020,2020,17,0,,,,21
brumata,Betula,01/05/2020,2020,17,0,,,,21
brumata,Betula,01/05/2020,2020,19,1,27.3,M,28,22
brumata,Betula,01/05/2020,2020,19,1,25.3,M,28,22
brumata,Betula,01/05/2020,2020,19,1,24.6,F,28,22
brumata,Betula,01/05/2020,2020,19,0,,,,22
brumata,Betula,01/05/2020,2020,19,0,,,,22
brumata,Betula,01/05/2020,2020,19,0,,,,22
brumata,Betula,01/05/2020,2020,19,0,,,,22
brumata,Betula,01/05/2020,2020,19,0,,,,22
brumata,Betula,01/05/2020,2020,19,0,,,,22
brumata,Betula,01/05/2020,2020,19,0,,,,22
brumata,Betula,01/05/2020,2020,19,1,18.7,F,32,23
brumata,Betula,01/05/2020,2020,19,1,13.7,F,28,23
brumata,Betula,01/05/2020,2020,19,0,,,,23
brumata,Betula,01/05/2020,2020,19,0,,,,23
brumata,Betula,01/05/2020,2020,19,0,,,,23
brumata,Betula,01/05/2020,2020,19,0,,,,23
brumata,Betula,01/05/2020,2020,19,0,,,,23
brumata,Betula,01/05/2020,2020,19,0,,,,23
brumata,Betula,01/05/2020,2020,19,0,,,,23
brumata,Betula,01/05/2020,2020,19,0,,,,23
brumata,Betula,01/05/2020,2020,19,0,,,,24
brumata,Betula,01/05/2020,2020,19,0,,,,24
brumata,Betula,01/05/2020,2020,19,0,,,,24
brumata,Betula,01/05/2020,2020,19,0,,,,24
brumata,Betula,01/05/2020,2020,19,0,,,,24
brumata,Betula,01/05/2020,2020,19,0,,,,24
brumata,Betula,01/05/2020,2020,19,0,,,,24
brumata,Betula,01/05/2020,2020,19,0,,,,24
brumata,Betula,01/05/2020,2020,19,0,,,,24
brumata,Betula,01/05/2020,2020,19,0,,,,24
brumata,Betula,01/05/2020,2020,19,0,,,,25
brumata,Betula,01/05/2020,2020,19,0,,,,25
brumata,Betula,01/05/2020,2020,19,0,,,,25
brumata,Betula,01/05/2020,2020,19,0,,,,25
brumata,Betula,01/05/2020,2020,19,0,,,,25
brumata,Betula,01/05/2020,2020,19,0,,,,25
brumata,Betula,01/05/2020,2020,19,0,,,,25
brumata,Betula,01/05/2020,2020,19,0,,,,25
brumata,Betula,01/05/2020,2020,19,0,,,,25
brumata,Betula,01/05/2020,2020,19,0,,,,25
brumata,Crataegus,29/04/2020,2020,0,0,,,,26
brumata,Crataegus,29/04/2020,2020,0,0,,,,26
brumata,Crataegus,29/04/2020,2020,0,0,,,,26
brumata,Crataegus,29/04/2020,2020,0,0,,,,26
brumata,Crataegus,29/04/2020,2020,0,0,,,,26
brumata,Crataegus,29/04/2020,2020,0,0,,,,26
brumata,Crataegus,29/04/2020,2020,0,0,,,,26
brumata,Crataegus,29/04/2020,2020,0,0,,,,26
brumata,Crataegus,29/04/2020,2020,0,0,,,,26
brumata,Crataegus,29/04/2020,2020,0,0,,,,26
brumata,Crataegus,29/04/2020,2020,0,1,22.9,F,25,27
brumata,Crataegus,29/04/2020,2020,0,0,,,,27
brumata,Crataegus,29/04/2020,2020,0,0,,,,27
brumata,Crataegus,29/04/2020,2020,0,0,,,,27
brumata,Crataegus,29/04/2020,2020,0,0,,,,27
brumata,Crataegus,29/04/2020,2020,0,0,,,,27
brumata,Crataegus,29/04/2020,2020,0,0,,,,27
brumata,Crataegus,29/04/2020,2020,0,0,,,,27
brumata,Crataegus,29/04/2020,2020,0,0,,,,27
brumata,Crataegus,29/04/2020,2020,0,0,,,,27
brumata,Crataegus,29/04/2020,2020,0,1,19.2,M,23,28
brumata,Crataegus,29/04/2020,2020,0,1,22.1,M,23,28
brumata,Crataegus,29/04/2020,2020,0,1,22.2,M,25,28
brumata,Crataegus,29/04/2020,2020,0,0,,,,28
brumata,Crataegus,29/04/2020,2020,0,0,,,,28
brumata,Crataegus,29/04/2020,2020,0,0,,,,28
brumata,Crataegus,29/04/2020,2020,0,0,,,,28
brumata,Crataegus,29/04/2020,2020,0,0,,,,28
brumata,Crataegus,29/04/2020,2020,0,0,,,,28
brumata,Crataegus,29/04/2020,2020,0,0,,,,28
brumata,Crataegus,29/04/2020,2020,2,1,13.2,M,33,29
brumata,Crataegus,29/04/2020,2020,2,1,39,F,38,29
brumata,Crataegus,29/04/2020,2020,2,0,,,,29
brumata,Crataegus,29/04/2020,2020,2,0,,,,29
brumata,Crataegus,29/04/2020,2020,2,0,,,,29
brumata,Crataegus,29/04/2020,2020,2,0,,,,29
brumata,Crataegus,29/04/2020,2020,2,0,,,,29
brumata,Crataegus,29/04/2020,2020,2,0,,,,29
brumata,Crataegus,29/04/2020,2020,2,0,,,,29
brumata,Crataegus,29/04/2020,2020,2,0,,,,29
brumata,Crataegus,29/04/2020,2020,2,0,,,,30
brumata,Crataegus,29/04/2020,2020,2,0,,,,30
brumata,Crataegus,29/04/2020,2020,2,0,,,,30
brumata,Crataegus,29/04/2020,2020,2,0,,,,30
brumata,Crataegus,29/04/2020,2020,2,0,,,,30
brumata,Crataegus,29/04/2020,2020,2,0,,,,30
brumata,Crataegus,29/04/2020,2020,2,0,,,,30
brumata,Crataegus,29/04/2020,2020,2,0,,,,30
brumata,Crataegus,29/04/2020,2020,2,0,,,,30
brumata,Crataegus,29/04/2020,2020,2,0,,,,30
brumata,Crataegus,29/04/2020,2020,2,1,17.7,M,29,31
brumata,Crataegus,29/04/2020,2020,2,1,10.6,M,31,31
brumata,Crataegus,29/04/2020,2020,2,1,11.9,F,38,31
brumata,Crataegus,29/04/2020,2020,2,0,,,,31
brumata,Crataegus,29/04/2020,2020,2,0,,,,31
brumata,Crataegus,29/04/2020,2020,2,0,,,,31
brumata,Crataegus,29/04/2020,2020,2,0,,,,31
brumata,Crataegus,29/04/2020,2020,2,0,,,,31
brumata,Crataegus,29/04/2020,2020,2,0,,,,31
brumata,Crataegus,29/04/2020,2020,2,0,,,,31
brumata,Crataegus,29/04/2020,2020,4,0,,,,32
brumata,Crataegus,29/04/2020,2020,4,0,,,,32
brumata,Crataegus,29/04/2020,2020,4,0,,,,32
brumata,Crataegus,29/04/2020,2020,4,0,,,,32
brumata,Crataegus,29/04/2020,2020,4,0,,,,32
brumata,Crataegus,29/04/2020,2020,4,0,,,,32
brumata,Crataegus,29/04/2020,2020,4,0,,,,32
brumata,Crataegus,29/04/2020,2020,4,0,,,,32
brumata,Crataegus,29/04/2020,2020,4,0,,,,32
brumata,Crataegus,29/04/2020,2020,4,0,,,,32
brumata,Crataegus,29/04/2020,2020,4,1,17.4,F,29,33
brumata,Crataegus,29/04/2020,2020,4,0,,,,33
brumata,Crataegus,29/04/2020,2020,4,0,,,,33
brumata,Crataegus,29/04/2020,2020,4,0,,,,33
brumata,Crataegus,29/04/2020,2020,4,0,,,,33
brumata,Crataegus,29/04/2020,2020,4,0,,,,33
brumata,Crataegus,29/04/2020,2020,4,0,,,,33
brumata,Crataegus,29/04/2020,2020,4,0,,,,33
brumata,Crataegus,29/04/2020,2020,4,0,,,,33
brumata,Crataegus,29/04/2020,2020,4,0,,,,33
brumata,Crataegus,29/04/2020,2020,4,1,16.8,F,25,34
brumata,Crataegus,29/04/2020,2020,4,1,14.8,F,25,34
brumata,Crataegus,29/04/2020,2020,4,0,,,,34
brumata,Crataegus,29/04/2020,2020,4,0,,,,34
brumata,Crataegus,29/04/2020,2020,4,0,,,,34
brumata,Crataegus,29/04/2020,2020,4,0,,,,34
brumata,Crataegus,29/04/2020,2020,4,0,,,,34
brumata,Crataegus,29/04/2020,2020,4,0,,,,34
brumata,Crataegus,29/04/2020,2020,4,0,,,,34
brumata,Crataegus,29/04/2020,2020,4,0,,,,34
brumata,Crataegus,29/04/2020,2020,6,0,,,,35
brumata,Crataegus,29/04/2020,2020,6,0,,,,35
brumata,Crataegus,29/04/2020,2020,6,0,,,,35
brumata,Crataegus,29/04/2020,2020,6,0,,,,35
brumata,Crataegus,29/04/2020,2020,6,0,,,,35
brumata,Crataegus,29/04/2020,2020,6,0,,,,35
brumata,Crataegus,29/04/2020,2020,6,0,,,,35
brumata,Crataegus,29/04/2020,2020,6,0,,,,35
brumata,Crataegus,29/04/2020,2020,6,0,,,,35
brumata,Crataegus,29/04/2020,2020,6,0,,,,35
brumata,Crataegus,29/04/2020,2020,6,0,,,,36
brumata,Crataegus,29/04/2020,2020,6,0,,,,36
brumata,Crataegus,29/04/2020,2020,6,0,,,,36
brumata,Crataegus,29/04/2020,2020,6,0,,,,36
brumata,Crataegus,29/04/2020,2020,6,0,,,,36
brumata,Crataegus,29/04/2020,2020,6,0,,,,36
brumata,Crataegus,29/04/2020,2020,6,0,,,,36
brumata,Crataegus,29/04/2020,2020,6,0,,,,36
brumata,Crataegus,29/04/2020,2020,6,0,,,,36
brumata,Crataegus,29/04/2020,2020,6,0,,,,36
brumata,Crataegus,29/04/2020,2020,6,0,,,,37
brumata,Crataegus,29/04/2020,2020,6,0,,,,37
brumata,Crataegus,29/04/2020,2020,6,0,,,,37
brumata,Crataegus,29/04/2020,2020,6,0,,,,37
brumata,Crataegus,29/04/2020,2020,6,0,,,,37
brumata,Crataegus,29/04/2020,2020,6,0,,,,37
brumata,Crataegus,29/04/2020,2020,6,0,,,,37
brumata,Crataegus,29/04/2020,2020,6,0,,,,37
brumata,Crataegus,29/04/2020,2020,6,0,,,,37
brumata,Crataegus,29/04/2020,2020,6,0,,,,37
brumata,Crataegus,29/04/2020,2020,10,0,,,,38
brumata,Crataegus,29/04/2020,2020,10,0,,,,38
brumata,Crataegus,29/04/2020,2020,10,0,,,,38
brumata,Crataegus,29/04/2020,2020,10,0,,,,38
brumata,Crataegus,29/04/2020,2020,10,0,,,,38
brumata,Crataegus,29/04/2020,2020,10,0,,,,38
brumata,Crataegus,29/04/2020,2020,10,0,,,,38
brumata,Crataegus,29/04/2020,2020,10,0,,,,38
brumata,Crataegus,29/04/2020,2020,10,0,,,,38
brumata,Crataegus,29/04/2020,2020,10,0,,,,38
brumata,Crataegus,29/04/2020,2020,10,0,,,,39
brumata,Crataegus,29/04/2020,2020,10,0,,,,39
brumata,Crataegus,29/04/2020,2020,10,0,,,,39
brumata,Crataegus,29/04/2020,2020,10,0,,,,39
brumata,Crataegus,29/04/2020,2020,10,0,,,,39
brumata,Crataegus,29/04/2020,2020,10,0,,,,39
brumata,Crataegus,29/04/2020,2020,10,0,,,,39
brumata,Crataegus,29/04/2020,2020,10,0,,,,39
brumata,Crataegus,29/04/2020,2020,10,0,,,,39
brumata,Crataegus,29/04/2020,2020,10,0,,,,39
brumata,Crataegus,29/04/2020,2020,13,0,,,,40
brumata,Crataegus,29/04/2020,2020,13,0,,,,40
brumata,Crataegus,29/04/2020,2020,13,0,,,,40
brumata,Crataegus,29/04/2020,2020,13,0,,,,40
brumata,Crataegus,29/04/2020,2020,13,0,,,,40
brumata,Crataegus,29/04/2020,2020,13,0,,,,40
brumata,Crataegus,29/04/2020,2020,13,0,,,,40
brumata,Crataegus,29/04/2020,2020,13,0,,,,40
brumata,Crataegus,29/04/2020,2020,13,0,,,,40
brumata,Crataegus,29/04/2020,2020,13,0,,,,40
brumata,Crataegus,29/04/2020,2020,13,0,,,,41
brumata,Crataegus,29/04/2020,2020,13,0,,,,41
brumata,Crataegus,29/04/2020,2020,13,0,,,,41
brumata,Crataegus,29/04/2020,2020,13,0,,,,41
brumata,Crataegus,29/04/2020,2020,13,0,,,,41
brumata,Crataegus,29/04/2020,2020,13,0,,,,41
brumata,Crataegus,29/04/2020,2020,13,0,,,,41
brumata,Crataegus,29/04/2020,2020,13,0,,,,41
brumata,Crataegus,29/04/2020,2020,13,0,,,,41
brumata,Crataegus,29/04/2020,2020,13,0,,,,41
brumata,Crataegus,29/04/2020,2020,13,1,19.5,M,27,42
brumata,Crataegus,29/04/2020,2020,13,1,21.6,F,27,42
brumata,Crataegus,29/04/2020,2020,13,0,,,,42
brumata,Crataegus,29/04/2020,2020,13,0,,,,42
brumata,Crataegus,29/04/2020,2020,13,0,,,,42
brumata,Crataegus,29/04/2020,2020,13,0,,,,42
brumata,Crataegus,29/04/2020,2020,13,0,,,,42
brumata,Crataegus,29/04/2020,2020,13,0,,,,42
brumata,Crataegus,29/04/2020,2020,13,0,,,,42
brumata,Crataegus,29/04/2020,2020,13,0,,,,42
brumata,Crataegus,29/04/2020,2020,16,1,20.4,F,41,43
brumata,Crataegus,29/04/2020,2020,16,0,,,,43
brumata,Crataegus,29/04/2020,2020,16,0,,,,43
brumata,Crataegus,29/04/2020,2020,16,0,,,,43
brumata,Crataegus,29/04/2020,2020,16,0,,,,43
brumata,Crataegus,29/04/2020,2020,16,0,,,,43
brumata,Crataegus,29/04/2020,2020,16,0,,,,43
brumata,Crataegus,29/04/2020,2020,16,0,,,,43
brumata,Crataegus,29/04/2020,2020,16,0,,,,43
brumata,Crataegus,29/04/2020,2020,16,0,,,,43
brumata,Crataegus,29/04/2020,2020,16,0,,,,44
brumata,Crataegus,29/04/2020,2020,16,0,,,,44
brumata,Crataegus,29/04/2020,2020,16,0,,,,44
brumata,Crataegus,29/04/2020,2020,16,0,,,,44
brumata,Crataegus,29/04/2020,2020,16,0,,,,44
brumata,Crataegus,29/04/2020,2020,16,0,,,,44
brumata,Crataegus,29/04/2020,2020,16,0,,,,44
brumata,Crataegus,29/04/2020,2020,16,0,,,,44
brumata,Crataegus,29/04/2020,2020,16,0,,,,44
brumata,Crataegus,29/04/2020,2020,16,0,,,,44
brumata,Crataegus,29/04/2020,2020,17,0,,,,45
brumata,Crataegus,29/04/2020,2020,17,0,,,,45
brumata,Crataegus,29/04/2020,2020,17,0,,,,45
brumata,Crataegus,29/04/2020,2020,17,0,,,,45
brumata,Crataegus,29/04/2020,2020,17,0,,,,45
brumata,Crataegus,29/04/2020,2020,17,0,,,,45
brumata,Crataegus,29/04/2020,2020,17,0,,,,45
brumata,Crataegus,29/04/2020,2020,17,0,,,,45
brumata,Crataegus,29/04/2020,2020,17,0,,,,45
brumata,Crataegus,29/04/2020,2020,17,0,,,,45
brumata,Crataegus,29/04/2020,2020,17,0,,,,46
brumata,Crataegus,29/04/2020,2020,17,0,,,,46
brumata,Crataegus,29/04/2020,2020,17,0,,,,46
brumata,Crataegus,29/04/2020,2020,17,0,,,,46
brumata,Crataegus,29/04/2020,2020,17,0,,,,46
brumata,Crataegus,29/04/2020,2020,17,0,,,,46
brumata,Crataegus,29/04/2020,2020,17,0,,,,46
brumata,Crataegus,29/04/2020,2020,17,0,,,,46
brumata,Crataegus,29/04/2020,2020,17,0,,,,46
brumata,Crataegus,29/04/2020,2020,17,0,,,,46
brumata,Crataegus,29/04/2020,2020,17,0,,,,47
brumata,Crataegus,29/04/2020,2020,17,0,,,,47
brumata,Crataegus,29/04/2020,2020,17,0,,,,47
brumata,Crataegus,29/04/2020,2020,17,0,,,,47
brumata,Crataegus,29/04/2020,2020,17,0,,,,47
brumata,Crataegus,29/04/2020,2020,17,0,,,,47
brumata,Crataegus,29/04/2020,2020,17,0,,,,47
brumata,Crataegus,29/04/2020,2020,17,0,,,,47
brumata,Crataegus,29/04/2020,2020,17,0,,,,47
brumata,Crataegus,29/04/2020,2020,17,0,,,,47
brumata,Crataegus,29/04/2020,2020,19,0,,,,48
brumata,Crataegus,29/04/2020,2020,19,0,,,,48
brumata,Crataegus,29/04/2020,2020,19,0,,,,48
brumata,Crataegus,29/04/2020,2020,19,0,,,,48
brumata,Crataegus,29/04/2020,2020,19,0,,,,48
brumata,Crataegus,29/04/2020,2020,19,0,,,,48
brumata,Crataegus,29/04/2020,2020,19,0,,,,48
brumata,Crataegus,29/04/2020,2020,19,0,,,,48
brumata,Crataegus,29/04/2020,2020,19,0,,,,48
brumata,Crataegus,29/04/2020,2020,19,0,,,,48
brumata,Crataegus,29/04/2020,2020,19,0,,,,49
brumata,Crataegus,29/04/2020,2020,19,0,,,,49
brumata,Crataegus,29/04/2020,2020,19,0,,,,49
brumata,Crataegus,29/04/2020,2020,19,0,,,,49
