species,host,date_est,year,day,survp,masspm,sex,durationl,culu
antiqua,Scapraea,02/05/2020,2020,20,1,200,F,43.8483,188
antiqua,Scapraea,02/05/2020,2020,20,1,210,F,55.016,188
antiqua,Scapraea,02/05/2020,2020,20,1,190,F,32.88047,188
antiqua,Scapraea,02/05/2020,2020,20,0,,,,188
antiqua,Scapraea,02/05/2020,2020,20,0,,,,188
antiqua,Scapraea,02/05/2020,2020,20,0,,,,188
antiqua,Scapraea,02/05/2020,2020,20,0,,,,188
antiqua,Scapraea,02/05/2020,2020,20,0,,,,188
antiqua,Scapraea,02/05/2020,2020,20,0,,,,188
antiqua,Scapraea,02/05/2020,2020,20,1,110,M,25.8,189
antiqua,Scapraea,02/05/2020,2020,20,1,110,M,26.0017,189
antiqua,Scapraea,02/05/2020,2020,20,1,90,M,29.6079,189
antiqua,Scapraea,02/05/2020,2020,20,1,100,M,23.0745,189
antiqua,Scapraea,02/05/2020,2020,20,1,90,M,28.996,189
antiqua,Scapraea,02/05/2020,2020,20,1,90,M,42.4342,189
antiqua,Scapraea,02/05/2020,2020,20,1,90,M,32.44631,189
antiqua,Scapraea,02/05/2020,2020,20,1,110,M,41.7123,189
antiqua,Scapraea,02/05/2020,2020,20,1,190,F,33.893,189
antiqua,Scapraea,02/05/2020,2020,20,1,150,F,46.1283,189
antiqua,Scapraea,02/05/2020,2020,20,1,220,F,38.937,189
antiqua,Scapraea,02/05/2020,2020,20,1,140,F,39.98814,189
antiqua,Scapraea,02/05/2020,2020,20,0,,,,189
antiqua,Scapraea,02/05/2020,2020,20,0,,,,189
antiqua,Scapraea,02/05/2020,2020,20,0,,,,189
antiqua,Scapraea,02/05/2020,2020,20,0,,,,189
antiqua,Scapraea,02/05/2020,2020,20,0,,,,189
antiqua,Scapraea,02/05/2020,2020,20,0,,,,189
antiqua,Scapraea,02/05/2020,2020,20,0,,,,189
antiqua,Scapraea,02/05/2020,2020,20,0,,,,189
antiqua,Scapraea,02/05/2020,2020,20,1,100,M,23.956,190
antiqua,Scapraea,02/05/2020,2020,20,1,100,M,16.856,190
antiqua,Scapraea,02/05/2020,2020,20,1,90,M,25.5173,190
antiqua,Scapraea,02/05/2020,2020,20,1,80,M,39.7481,190
antiqua,Scapraea,02/05/2020,2020,20,1,90,M,22.88845,190
antiqua,Scapraea,02/05/2020,2020,20,1,220,F,23.44,190
antiqua,Scapraea,02/05/2020,2020,20,1,170,F,48.53767,190
antiqua,Scapraea,02/05/2020,2020,20,1,140,F,38.2613,190
antiqua,Scapraea,02/05/2020,2020,20,1,150,F,36.663,190
antiqua,Scapraea,02/05/2020,2020,20,1,200,F,36.152,190
antiqua,Scapraea,02/05/2020,2020,20,1,170,F,35.7402,190
antiqua,Scapraea,02/05/2020,2020,20,0,,,,190
antiqua,Scapraea,02/05/2020,2020,20,0,,,,190
antiqua,Scapraea,02/05/2020,2020,20,0,,,,190
antiqua,Scapraea,02/05/2020,2020,20,0,,,,190
antiqua,Scapraea,02/05/2020,2020,20,0,,,,190
antiqua,Scapraea,02/05/2020,2020,20,0,,,,190
antiqua,Scapraea,02/05/2020,2020,20,0,,,,190
antiqua,Scapraea,02/05/2020,2020,20,0,,,,190
antiqua,Scapraea,02/05/2020,2020,20,0,,,,190
antiqua,Acer,01/05/2020,2020,58,1,30,M,21.9816,191
antiqua,Acer,01/05/2020,2020,58,1,110,M,30.368,191
antiqua,Acer,01/05/2020,2020,58,1,150,M,34.932,191
antiqua,Acer,01/05/2020,2020,58,1,70,M,37.9592,191
antiqua,Acer,01/05/2020,2020,58,1,130,M,26.38837,191
antiqua,Acer,01/05/2020,2020,58,1,160,M,31.3229,191
antiqua,Acer,01/05/2020,2020,58,1,80,M,25.30041,191
antiqua,Acer,01/05/2020,2020,58,1,60,M,33.2606,191
antiqua,Acer,01/05/2020,2020,58,1,100,M,30.733,191
antiqua,Acer,01/05/2020,2020,58,1,60,M,30.1831,191
antiqua,Acer,01/05/2020,2020,58,1,140,M,36.86588,191
antiqua,Acer,01/05/2020,2020,58,1,130,M,37.5235,191
antiqua,Acer,01/05/2020,2020,58,1,50,M,41.509036,191
antiqua,Acer,01/05/2020,2020,58,1,140,M,30.73364,191
antiqua,Acer,01/05/2020,2020,58,1,250,F,50.65729,191
antiqua,Acer,01/05/2020,2020,58,1,260,F,38.0758,191
antiqua,Acer,01/05/2020,2020,58,1,170,F,41.157,191
antiqua,Acer,01/05/2020,2020,58,1,150,F,40.412,191
antiqua,Acer,01/05/2020,2020,58,1,140,F,45.12,191
antiqua,Acer,01/05/2020,2020,58,1,110,F,48.418,191
antiqua,Acer,01/05/2020,2020,58,1,270,F,39.3488,191
antiqua,Acer,01/05/2020,2020,58,0,,,,191
antiqua,Acer,01/05/2020,2020,58,0,,,,191
antiqua,Acer,01/05/2020,2020,58,0,,,,191
antiqua,Acer,01/05/2020,2020,58,0,,,,191
antiqua,Acer,01/05/2020,2020,58,1,30,M,26.8139,192
antiqua,Acer,01/05/2020,2020,58,1,140,M,32.2336,192
antiqua,Acer,01/05/2020,2020,58,1,110,M,30.75,192
antiqua,Acer,01/05/2020,2020,58,1,70,M,29.742,192
antiqua,Acer,01/05/2020,2020,58,1,150,M,36.0322,192
antiqua,Acer,01/05/2020,2020,58,1,80,M,35.4376,192
antiqua,Acer,01/05/2020,2020,58,1,130,M,37.728,192
antiqua,Acer,01/05/2020,2020,58,1,170,M,23.65268,192
antiqua,Acer,01/05/2020,2020,58,1,50,M,32.289,192
antiqua,Acer,01/05/2020,2020,58,1,120,M,30.803,192
antiqua,Acer,01/05/2020,2020,58,1,190,M,27.32,192
antiqua,Acer,01/05/2020,2020,58,1,90,M,39.8,192
antiqua,Acer,01/05/2020,2020,58,1,90,M,28.375,192
antiqua,Acer,01/05/2020,2020,58,1,80,M,31.4917,192
antiqua,Acer,01/05/2020,2020,58,1,130,M,27.35607,192
antiqua,Acer,01/05/2020,2020,58,1,50,M,32.58979,192
antiqua,Acer,01/05/2020,2020,58,1,210,F,45.363,192
antiqua,Acer,01/05/2020,2020,58,1,270,F,48.433,192
antiqua,Acer,01/05/2020,2020,58,1,200,F,49.12571,192
antiqua,Acer,01/05/2020,2020,58,1,220,F,47.68585,192
antiqua,Acer,01/05/2020,2020,58,1,270,F,35.6412,192
antiqua,Acer,01/05/2020,2020,58,0,,,,192
antiqua,Acer,01/05/2020,2020,58,0,,,,192
antiqua,Acer,01/05/2020,2020,58,0,,,,192
antiqua,Acer,01/05/2020,2020,58,0,,,,192
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,196
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Alnus,29/04/2020,2020,58,0,,,,197
antiqua,Betula,01/05/2020,2020,58,1,70,M,49.95,201
antiqua,Betula,01/05/2020,2020,58,1,50,M,33.569,201
antiqua,Betula,01/05/2020,2020,58,1,30,M,41.0239,201
antiqua,Betula,01/05/2020,2020,58,1,90,M,32.2579,201
antiqua,Betula,01/05/2020,2020,58,1,160,F,38.661,201
antiqua,Betula,01/05/2020,2020,58,1,180,F,57.7864,201
antiqua,Betula,01/05/2020,2020,58,1,130,F,34.8346,201
antiqua,Betula,01/05/2020,2020,58,1,100,F,55.6966,201
antiqua,Betula,01/05/2020,2020,58,1,190,F,60.2424,201
antiqua,Betula,01/05/2020,2020,58,1,270,F,49.48,201
antiqua,Betula,01/05/2020,2020,58,1,170,F,51.0626,201
antiqua,Betula,01/05/2020,2020,58,1,210,F,43.096,201
antiqua,Betula,01/05/2020,2020,58,1,120,F,57.3361,201
antiqua,Betula,01/05/2020,2020,58,1,160,F,47.65975,201
antiqua,Betula,01/05/2020,2020,58,1,201.3,F,63.107,201
antiqua,Betula,01/05/2020,2020,58,1,70,F,52.979,201
antiqua,Betula,01/05/2020,2020,58,1,120,F,46.77,201
antiqua,Betula,01/05/2020,2020,58,1,230,F,48.24599,201
antiqua,Betula,01/05/2020,2020,58,1,210,F,69.475,201
antiqua,Betula,01/05/2020,2020,58,1,190,F,59.6302,201
antiqua,Betula,01/05/2020,2020,58,1,150,F,56.59,201
antiqua,Betula,01/05/2020,2020,58,0,,,,201
antiqua,Betula,01/05/2020,2020,58,0,,,,201
antiqua,Betula,01/05/2020,2020,58,0,,,,201
antiqua,Betula,01/05/2020,2020,58,0,,,,201
antiqua,Betula,01/05/2020,2020,58,1,40,M,55.2862,202
antiqua,Betula,01/05/2020,2020,58,1,40,M,41.3982,202
antiqua,Betula,01/05/2020,2020,58,1,90,M,37.574,202
antiqua,Betula,01/05/2020,2020,58,1,30,M,39.859,202
antiqua,Betula,01/05/2020,2020,58,1,90,M,39.8402,202
antiqua,Betula,01/05/2020,2020,58,1,40,M,35.781,202
antiqua,Betula,01/05/2020,2020,58,1,70,M,46.081,202
antiqua,Betula,01/05/2020,2020,58,1,140,F,42.1809,202
antiqua,Betula,01/05/2020,2020,58,1,190,F,51.0548,202
antiqua,Betula,01/05/2020,2020,58,1,210,F,50.9299,202
antiqua,Betula,01/05/2020,2020,58,1,130,F,38.31859,202
antiqua,Betula,01/05/2020,2020,58,1,90,F,41.29291,202
antiqua,Betula,01/05/2020,2020,58,1,130,F,50.0598,202
antiqua,Betula,01/05/2020,2020,58,1,210,F,60.3356,202
antiqua,Betula,01/05/2020,2020,58,1,90,F,52.9,202
antiqua,Betula,01/05/2020,2020,58,1,180,F,41.228,202
antiqua,Betula,01/05/2020,2020,58,1,170,F,43.30766,202
antiqua,Betula,01/05/2020,2020,58,1,167.7,F,58.08098,202
antiqua,Betula,01/05/2020,2020,58,1,110,F,69.4758,202
antiqua,Betula,01/05/2020,2020,58,1,160,F,42.527,202
antiqua,Betula,01/05/2020,2020,58,1,160,F,48.8,202
antiqua,Betula,01/05/2020,2020,58,1,140,F,46.779,202
antiqua,Betula,01/05/2020,2020,58,1,160,F,56.4686,202
antiqua,Betula,01/05/2020,2020,58,0,,,,202
antiqua,Betula,01/05/2020,2020,58,0,,,,202
antiqua,Crataegus,29/04/2020,2020,58,1,120,M,40.521,206
antiqua,Crataegus,29/04/2020,2020,58,1,140,M,28.9518,206
antiqua,Crataegus,29/04/2020,2020,58,1,160,F,41.97622,206
antiqua,Crataegus,29/04/2020,2020,58,1,210,F,55.4514,206
antiqua,Crataegus,29/04/2020,2020,58,1,160,F,33.6368,206
antiqua,Crataegus,29/04/2020,2020,58,1,210,F,46.3555,206
antiqua,Crataegus,29/04/2020,2020,58,1,180,F,30.12624,206
antiqua,Crataegus,29/04/2020,2020,58,1,200,F,55.024,206
antiqua,Crataegus,29/04/2020,2020,58,1,170,F,41.3527,206
antiqua,Crataegus,29/04/2020,2020,58,1,210,F,30.9727,206
antiqua,Crataegus,29/04/2020,2020,58,1,170,F,29.1528,206
antiqua,Crataegus,29/04/2020,2020,58,1,170,F,34.59,206
antiqua,Crataegus,29/04/2020,2020,58,1,170,F,36.4097,206
antiqua,Crataegus,29/04/2020,2020,58,1,180,F,31.5422,206
antiqua,Crataegus,29/04/2020,2020,58,1,220,F,32.0445,206
antiqua,Crataegus,29/04/2020,2020,58,0,,,,206
antiqua,Crataegus,29/04/2020,2020,58,0,,,,206
antiqua,Crataegus,29/04/2020,2020,58,0,,,,206
antiqua,Crataegus,29/04/2020,2020,58,0,,,,206
antiqua,Crataegus,29/04/2020,2020,58,0,,,,206
antiqua,Crataegus,29/04/2020,2020,58,0,,,,206
antiqua,Crataegus,29/04/2020,2020,58,0,,,,206
antiqua,Crataegus,29/04/2020,2020,58,0,,,,206
antiqua,Crataegus,29/04/2020,2020,58,0,,,,206
antiqua,Crataegus,29/04/2020,2020,58,0,,,,206
antiqua,Crataegus,29/04/2020,2020,58,1,140,M,23.164,207
antiqua,Crataegus,29/04/2020,2020,58,1,150,M,34,207
antiqua,Crataegus,29/04/2020,2020,58,1,230,M,33.01,207
antiqua,Crataegus,29/04/2020,2020,58,1,200,F,61.5688,207
antiqua,Crataegus,29/04/2020,2020,58,1,140,F,49.30385,207
antiqua,Crataegus,29/04/2020,2020,58,1,180,F,55.797,207
antiqua,Crataegus,29/04/2020,2020,58,1,210,F,31.386,207
antiqua,Crataegus,29/04/2020,2020,58,1,200,F,34.9494,207
antiqua,Crataegus,29/04/2020,2020,58,1,180,F,26.725,207
antiqua,Crataegus,29/04/2020,2020,58,1,210,F,40.0298,207
antiqua,Crataegus,29/04/2020,2020,58,1,180,F,68.65744,207
antiqua,Crataegus,29/04/2020,2020,58,1,220,F,29.804,207
antiqua,Crataegus,29/04/2020,2020,58,1,220,F,53.528,207
antiqua,Crataegus,29/04/2020,2020,58,1,190,F,38.309,207
antiqua,Crataegus,29/04/2020,2020,58,1,130,F,40.7479,207
antiqua,Crataegus,29/04/2020,2020,58,0,,,,207
antiqua,Crataegus,29/04/2020,2020,58,0,,,,207
antiqua,Crataegus,29/04/2020,2020,58,0,,,,207
antiqua,Crataegus,29/04/2020,2020,58,0,,,,207
antiqua,Crataegus,29/04/2020,2020,58,0,,,,207
antiqua,Crataegus,29/04/2020,2020,58,0,,,,207
antiqua,Crataegus,29/04/2020,2020,58,0,,,,207
antiqua,Crataegus,29/04/2020,2020,58,0,,,,207
antiqua,Crataegus,29/04/2020,2020,58,0,,,,207
antiqua,Crataegus,29/04/2020,2020,58,0,,,,207
antiqua,Malus,29/04/2020,2020,58,1,40,M,33.287,211
antiqua,Malus,29/04/2020,2020,58,1,40,M,26.8,211
antiqua,Malus,29/04/2020,2020,58,1,30,M,34.589,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,211
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Malus,29/04/2020,2020,58,0,,,,212
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,216
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Prunus,29/04/2020,2020,58,0,,,,217
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,221
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Quercus,04/05/2020,2020,58,0,,,,222
antiqua,Salba,29/04/2020,2020,58,1,40,M,18.752,226
antiqua,Salba,29/04/2020,2020,58,1,10,M,19.605606,226
antiqua,Salba,29/04/2020,2020,58,1,50,M,19.429,226
antiqua,Salba,29/04/2020,2020,58,1,20,M,27.50209,226
antiqua,Salba,29/04/2020,2020,58,1,40,M,16.1757,226
antiqua,Salba,29/04/2020,2020,58,1,150,F,34.4917,226
antiqua,Salba,29/04/2020,2020,58,1,160,F,50.489,226
antiqua,Salba,29/04/2020,2020,58,1,20,F,45.99,226
antiqua,Salba,29/04/2020,2020,58,1,210,F,44.598,226
antiqua,Salba,29/04/2020,2020,58,1,290,F,45.793,226
antiqua,Salba,29/04/2020,2020,58,1,50,F,25.371,226
antiqua,Salba,29/04/2020,2020,58,1,240,F,45.795,226
antiqua,Salba,29/04/2020,2020,58,1,110,F,46.614,226
antiqua,Salba,29/04/2020,2020,58,0,,,,226
antiqua,Salba,29/04/2020,2020,58,0,,,,226
antiqua,Salba,29/04/2020,2020,58,0,,,,226
antiqua,Salba,29/04/2020,2020,58,0,,,,226
antiqua,Salba,29/04/2020,2020,58,0,,,,226
antiqua,Salba,29/04/2020,2020,58,0,,,,226
antiqua,Salba,29/04/2020,2020,58,0,,,,226
antiqua,Salba,29/04/2020,2020,58,0,,,,226
antiqua,Salba,29/04/2020,2020,58,0,,,,226
antiqua,Salba,29/04/2020,2020,58,0,,,,226
antiqua,Salba,29/04/2020,2020,58,0,,,,226
antiqua,Salba,29/04/2020,2020,58,0,,,,226
antiqua,Salba,29/04/2020,2020,58,1,30,M,29.706,227
antiqua,Salba,29/04/2020,2020,58,1,50,M,21.55661,227
antiqua,Salba,29/04/2020,2020,58,1,30,M,22.1666,227
antiqua,Salba,29/04/2020,2020,58,1,40,M,27.4105,227
antiqua,Salba,29/04/2020,2020,58,1,50,M,16.57747,227
antiqua,Salba,29/04/2020,2020,58,1,20,M,19.0747,227
antiqua,Salba,29/04/2020,2020,58,1,80,F,49.28,227
antiqua,Salba,29/04/2020,2020,58,1,110,F,39.55522,227
antiqua,Salba,29/04/2020,2020,58,1,50,F,40.39,227
antiqua,Salba,29/04/2020,2020,58,1,220,F,50.939,227
antiqua,Salba,29/04/2020,2020,58,1,190,F,39.08695,227
antiqua,Salba,29/04/2020,2020,58,1,80,F,42.422,227
antiqua,Salba,29/04/2020,2020,58,1,120,F,50.06,227
antiqua,Salba,29/04/2020,2020,58,1,120,F,40.4204,227
antiqua,Salba,29/04/2020,2020,58,0,,,,227
antiqua,Salba,29/04/2020,2020,58,0,,,,227
antiqua,Salba,29/04/2020,2020,58,0,,,,227
antiqua,Salba,29/04/2020,2020,58,0,,,,227
antiqua,Salba,29/04/2020,2020,58,0,,,,227
antiqua,Salba,29/04/2020,2020,58,0,,,,227
antiqua,Salba,29/04/2020,2020,58,0,,,,227
antiqua,Salba,29/04/2020,2020,58,0,,,,227
antiqua,Salba,29/04/2020,2020,58,0,,,,227
antiqua,Salba,29/04/2020,2020,58,0,,,,227
antiqua,Salba,29/04/2020,2020,58,0,,,,227
antiqua,Scapraea,02/05/2020,2020,58,1,110,M,18.772245,231
antiqua,Scapraea,02/05/2020,2020,58,1,70,M,34.299,231
